#Id;NomeFuncao;N;Tempo;Versao Python
1;fatTR;0;0.0090000629425;3_7_9
2;fatTR;1;0.00699996948242;3_7_9
3;fatTR;2;0.00500011444092;3_7_9
4;fatTR;3;0.0019998550415;3_7_9
5;fatTR;4;0.00300002098083;3_7_9
6;fatTR;5;0.0019998550415;3_7_9
7;fatTR;6;0.00300002098083;3_7_9
8;fatTR;7;0.00200009346008;3_7_9
9;fatTR;8;0.0019998550415;3_7_9
10;fatTR;9;0.00400018692017;3_7_9
11;fatTR;10;0.0019998550415;3_7_9
12;fatTR;11;0.00500011444092;3_7_9
